Protein,Centrality
PRELP,0.23076923076923078
COMP,0.15384615384615385
PTGDS,0.15384615384615385
APOH,0.15384615384615385
BRIX1,0.15384615384615385
CLEC11A,0.07692307692307693
WDR36,0.07692307692307693
TM9SF2,0.07692307692307693
ANO10,0.07692307692307693
VWF,0.07692307692307693
CD34,0.07692307692307693
SLC39A7,0.07692307692307693
VKORC1,0.07692307692307693
RBM28,0.07692307692307693
